"Notes"	"County"	"County Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C)
	"Lincoln Parish, LA"	"22061"	26.03	12.49
	"Livingston Parish, LA"	"22063"	26.46	14.16
	"Madison Parish, LA"	"22065"	25.88	13.19
	"Morehouse Parish, LA"	"22067"	25.73	12.95
	"Natchitoches Parish, LA"	"22069"	26.77	13.45
	"Orleans Parish, LA"	"22071"	25.87	16.54
	"Ouachita Parish, LA"	"22073"	26.19	12.90
	"Plaquemines Parish, LA"	"22075"	24.36	19.43
	"Pointe Coupee Parish, LA"	"22077"	26.75	13.81
	"Rapides Parish, LA"	"22079"	26.60	13.73
	"Red River Parish, LA"	"22081"	26.89	12.94
	"Richland Parish, LA"	"22083"	26.13	13.21
	"Sabine Parish, LA"	"22085"	26.75	13.94
	"St. Bernard Parish, LA"	"22087"	24.59	18.56
	"St. Charles Parish, LA"	"22089"	26.41	15.55
	"St. Helena Parish, LA"	"22091"	25.95	13.87
	"St. James Parish, LA"	"22093"	26.67	14.49
	"St. John the Baptist Parish, LA"	"22095"	26.47	14.77
	"St. Landry Parish, LA"	"22097"	26.59	13.90
	"St. Martin Parish, LA"	"22099"	26.44	14.72
	"St. Mary Parish, LA"	"22101"	26.06	15.93
	"St. Tammany Parish, LA"	"22103"	25.81	15.48
	"Tangipahoa Parish, LA"	"22105"	26.09	14.24
	"Tensas Parish, LA"	"22107"	26.32	13.40
	"Terrebonne Parish, LA"	"22109"	26.02	16.63
	"Union Parish, LA"	"22111"	25.87	12.63
	"Vermilion Parish, LA"	"22113"	25.83	15.86
	"Vernon Parish, LA"	"22115"	26.45	13.58
	"Washington Parish, LA"	"22117"	25.69	13.93
	"Webster Parish, LA"	"22119"	26.33	12.67
	"West Baton Rouge Parish, LA"	"22121"	26.69	13.96
	"West Carroll Parish, LA"	"22123"	25.55	13.04
	"West Feliciana Parish, LA"	"22125"	26.50	13.89
	"Winn Parish, LA"	"22127"	26.58	13.27
	"Androscoggin County, ME"	"23001"	12.05	4.45
	"Aroostook County, ME"	"23003"	9.14	0.98
	"Cumberland County, ME"	"23005"	11.90	4.78
	"Franklin County, ME"	"23007"	9.24	2.04
	"Hancock County, ME"	"23009"	11.51	3.77
	"Kennebec County, ME"	"23011"	11.98	3.89
	"Knox County, ME"	"23013"	11.70	4.06
	"Lincoln County, ME"	"23015"	11.53	4.59
	"Oxford County, ME"	"23017"	10.38	3.01
	"Penobscot County, ME"	"23019"	10.96	2.99
	"Piscataquis County, ME"	"23021"	9.44	1.59
	"Sagadahoc County, ME"	"23023"	11.47	5.07
	"Somerset County, ME"	"23025"	9.50	1.86
	"Waldo County, ME"	"23027"	11.73	3.56
	"Washington County, ME"	"23029"	11.28	3.54
	"York County, ME"	"23031"	12.50	5.07
	"Allegany County, MD"	"24001"	15.83	6.90
	"Anne Arundel County, MD"	"24003"	16.96	10.45
	"Baltimore County, MD"	"24005"	16.99	7.94
	"Calvert County, MD"	"24009"	17.12	10.99
	"Caroline County, MD"	"24011"	18.08	9.06
	"Carroll County, MD"	"24013"	16.54	7.37
	"Cecil County, MD"	"24015"	17.42	8.37
	"Charles County, MD"	"24017"	19.11	8.60
	"Dorchester County, MD"	"24019"	17.40	10.89
	"Frederick County, MD"	"24021"	17.06	7.58
	"Garrett County, MD"	"24023"	13.50	5.35
	"Harford County, MD"	"24025"	17.08	8.07
	"Howard County, MD"	"24027"	17.42	8.20
	"Kent County, MD"	"24029"	17.86	8.88
	"Montgomery County, MD"	"24031"	17.81	8.29
	"Prince George's County, MD"	"24033"	18.15	9.10
	"Queen Anne's County, MD"	"24035"	17.96	8.88
	"St. Mary's County, MD"	"24037"	17.79	10.62
	"Somerset County, MD"	"24039"	17.95	10.54
	"Talbot County, MD"	"24041"	17.70	9.47
	"Washington County, MD"	"24043"	16.98	7.35
	"Wicomico County, MD"	"24045"	18.25	9.89
	"Worcester County, MD"	"24047"	17.28	11.08
	"Baltimore city, MD"	"24510"	17.48	8.55
	"Barnstable County, MA"	"25001"	12.49	8.56
	"Berkshire County, MA"	"25003"	11.84	4.22
	"Bristol County, MA"	"25005"	14.79	5.96
	"Dukes County, MA"	"25007"	12.03	9.36
	"Essex County, MA"	"25009"	13.17	6.41
	"Franklin County, MA"	"25011"	12.78	4.81
	"Hampden County, MA"	"25013"	13.72	5.70
	"Hampshire County, MA"	"25015"	13.15	5.29
	"Middlesex County, MA"	"25017"	14.06	5.58
	"Nantucket County, MA"	"25019"	11.88	9.84
	"Norfolk County, MA"	"25021"	14.41	5.78
	"Plymouth County, MA"	"25023"	14.33	6.22
	"Suffolk County, MA"	"25025"	14.52	5.95
	"Worcester County, MA"	"25027"	13.32	5.15
	"Alcona County, MI"	"26001"	11.59	4.66
	"Alger County, MI"	"26003"	9.67	3.54
	"Allegan County, MI"	"26005"	13.34	6.47
	"Alpena County, MI"	"26007"	10.73	5.16
	"Antrim County, MI"	"26009"	11.27	4.29
	"Arenac County, MI"	"26011"	12.43	5.27
	"Baraga County, MI"	"26013"	9.85	1.82
	"Barry County, MI"	"26015"	13.72	4.71
	"Bay County, MI"	"26017"	13.02	4.75
	"Benzie County, MI"	"26019"	11.86	4.82
	"Berrien County, MI"	"26021"	14.35	6.55
	"Branch County, MI"	"26023"	14.22	4.96
	"Calhoun County, MI"	"26025"	13.92	4.70
	"Cass County, MI"	"26027"	14.45	5.51
	"Charlevoix County, MI"	"26029"	10.74	4.83
	"Cheboygan County, MI"	"26031"	9.78	4.74
	"Chippewa County, MI"	"26033"	9.91	3.01
	"Clare County, MI"	"26035"	12.31	3.80
	"Clinton County, MI"	"26037"	13.72	4.53
	"Crawford County, MI"	"26039"	11.67	3.33
	"Delta County, MI"	"26041"	10.91	3.31
	"Dickinson County, MI"	"26043"	10.84	1.90
	"Eaton County, MI"	"26045"	13.78	4.56
	"Emmet County, MI"	"26047"	9.68	4.72
	"Genesee County, MI"	"26049"	13.40	4.48
	"Gladwin County, MI"	"26051"	12.92	4.10
	"Gogebic County, MI"	"26053"	9.32	1.76
	"Grand Traverse County, MI"	"26055"	12.02	4.01
	"Gratiot County, MI"	"26057"	13.49	4.31
	"Hillsdale County, MI"	"26059"	14.00	4.82
	"Houghton County, MI"	"26061"	9.88	2.84
	"Huron County, MI"	"26063"	12.25	5.22
	"Ingham County, MI"	"26065"	13.66	4.43
	"Ionia County, MI"	"26067"	13.61	4.68
	"Iosco County, MI"	"26069"	12.42	4.88
	"Iron County, MI"	"26071"	10.20	1.25
	"Isabella County, MI"	"26073"	12.94	3.99
	"Jackson County, MI"	"26075"	13.86	4.74
	"Kalamazoo County, MI"	"26077"	13.97	4.99
	"Kalkaska County, MI"	"26079"	11.88	3.53
	"Kent County, MI"	"26081"	13.48	4.90
	"Keweenaw County, MI"	"26083"	7.82	3.70
	"Lake County, MI"	"26085"	12.31	4.33
	"Lapeer County, MI"	"26087"	12.98	4.39
	"Leelanau County, MI"	"26089"	10.73	5.58
	"Lenawee County, MI"	"26091"	14.36	5.32
	"Livingston County, MI"	"26093"	13.53	4.52
	"Luce County, MI"	"26095"	9.63	3.28
	"Mackinac County, MI"	"26097"	9.89	3.55
	"Macomb County, MI"	"26099"	13.68	4.98
	"Manistee County, MI"	"26101"	12.24	4.83
	"Marquette County, MI"	"26103"	9.37	2.70
	"Mason County, MI"	"26105"	12.39	5.26
	"Mecosta County, MI"	"26107"	12.61	3.83
	"Menominee County, MI"	"26109"	11.04	3.30
	"Midland County, MI"	"26111"	13.30	4.22
	"Missaukee County, MI"	"26113"	11.82	3.43
	"Monroe County, MI"	"26115"	14.63	5.68
	"Montcalm County, MI"	"26117"	13.14	4.24
	"Montmorency County, MI"	"26119"	11.52	3.83
	"Muskegon County, MI"	"26121"	12.89	5.79
	"Newaygo County, MI"	"26123"	12.83	4.55
	"Oakland County, MI"	"26125"	13.28	4.50
	"Oceana County, MI"	"26127"	12.24	5.50
	"Ogemaw County, MI"	"26129"	12.19	3.98
	"Ontonagon County, MI"	"26131"	9.71	2.88
	"Osceola County, MI"	"26133"	11.99	3.66
	"Oscoda County, MI"	"26135"	11.70	3.46
	"Otsego County, MI"	"26137"	11.06	3.31
	"Ottawa County, MI"	"26139"	13.24	6.09
	"Presque Isle County, MI"	"26141"	9.54	5.19
	"Roscommon County, MI"	"26143"	12.09	3.61
	"Saginaw County, MI"	"26145"	13.58	4.51
	"St. Clair County, MI"	"26147"	13.26	5.07
	"St. Joseph County, MI"	"26149"	14.43	5.24
	"Sanilac County, MI"	"26151"	12.50	5.12
	"Schoolcraft County, MI"	"26153"	10.06	3.66
	"Shiawassee County, MI"	"26155"	13.55	4.46
	"Tuscola County, MI"	"26157"	13.01	4.57
	"Van Buren County, MI"	"26159"	13.96	6.08
	"Washtenaw County, MI"	"26161"	13.90	4.99
	"Wayne County, MI"	"26163"	14.18	5.46
	"Wexford County, MI"	"26165"	11.76	3.66
	"Aitkin County, MN"	"27001"	11.00	0.07
	"Anoka County, MN"	"27003"	12.32	1.62
	"Becker County, MN"	"27005"	10.24	0.70
	"Beltrami County, MN"	"27007"	10.17	-0.37
	"Benton County, MN"	"27009"	11.70	1.44
	"Big Stone County, MN"	"27011"	12.55	1.94
	"Blue Earth County, MN"	"27013"	13.09	2.46
	"Brown County, MN"	"27015"	13.10	2.64
	"Carlton County, MN"	"27017"	10.82	0.26
	"Carver County, MN"	"27019"	12.57	1.86
	"Cass County, MN"	"27021"	10.78	-0.20
	"Chippewa County, MN"	"27023"	12.91	2.38
	"Chisago County, MN"	"27025"	12.08	1.49
	"Clay County, MN"	"27027"	10.91	0.80
	"Clearwater County, MN"	"27029"	10.13	0.35
	"Cook County, MN"	"27031"	7.35	0.69
	"Cottonwood County, MN"	"27033"	12.74	2.83
	"Crow Wing County, MN"	"27035"	11.31	0.39
	"Dakota County, MN"	"27037"	12.75	2.11
	"Dodge County, MN"	"27039"	12.35	2.31
	"Douglas County, MN"	"27041"	11.22	1.10
	"Faribault County, MN"	"27043"	13.03	2.93
	"Fillmore County, MN"	"27045"	12.59	2.48
	"Freeborn County, MN"	"27047"	12.64	2.68
	"Goodhue County, MN"	"27049"	12.50	2.28
	"Grant County, MN"	"27051"	11.86	1.67
	"Hennepin County, MN"	"27053"	12.48	1.84
	"Houston County, MN"	"27055"	12.85	2.65
	"Hubbard County, MN"	"27057"	10.32	0.42
	"Isanti County, MN"	"27059"	12.00	1.34
	"Itasca County, MN"	"27061"	10.35	-0.77
	"Jackson County, MN"	"27063"	12.77	3.08
	"Kanabec County, MN"	"27065"	11.50	1.17
	"Kandiyohi County, MN"	"27067"	12.29	1.98
	"Kittson County, MN"	"27069"	9.64	-0.25
	"Koochiching County, MN"	"27071"	10.06	-0.86
	"Lac qui Parle County, MN"	"27073"	13.01	2.44
	"Lake County, MN"	"27075"	8.94	0.07
	"Lake of the Woods County, MN"	"27077"	8.62	-0.42
	"Le Sueur County, MN"	"27079"	12.89	2.26
	"Lincoln County, MN"	"27081"	12.32	2.10
	"Lyon County, MN"	"27083"	12.87	2.29
	"McLeod County, MN"	"27085"	12.50	1.73
	"Mahnomen County, MN"	"27087"	10.18	0.70
	"Marshall County, MN"	"27089"	9.92	0.13
	"Martin County, MN"	"27091"	12.95	2.83
	"Meeker County, MN"	"27093"	12.17	1.94
	"Mille Lacs County, MN"	"27095"	11.46	0.99
	"Morrison County, MN"	"27097"	11.48	0.89
	"Mower County, MN"	"27099"	12.42	2.41
	"Murray County, MN"	"27101"	12.49	2.34
	"Nicollet County, MN"	"27103"	12.97	2.27
	"Nobles County, MN"	"27105"	12.64	2.67
	"Norman County, MN"	"27107"	10.79	0.64
	"Olmsted County, MN"	"27109"	12.47	2.37
	"Otter Tail County, MN"	"27111"	10.89	0.92
	"Pennington County, MN"	"27113"	10.10	0.44
	"Pine County, MN"	"27115"	11.41	0.70
	"Pipestone County, MN"	"27117"	12.56	2.00
	"Polk County, MN"	"27119"	10.49	0.61
	"Pope County, MN"	"27121"	11.83	1.26
	"Ramsey County, MN"	"27123"	12.52	1.87
	"Red Lake County, MN"	"27125"	10.28	0.70
	"Redwood County, MN"	"27127"	13.10	2.67
	"Renville County, MN"	"27129"	12.77	2.16
	"Rice County, MN"	"27131"	12.61	2.19
	"Rock County, MN"	"27133"	13.07	2.80
	"Roseau County, MN"	"27135"	9.24	-0.62
	"St. Louis County, MN"	"27137"	9.71	-0.48
	"Scott County, MN"	"27139"	12.80	2.11
	"Sherburne County, MN"	"27141"	12.14	1.56
	"Sibley County, MN"	"27143"	12.74	2.00
	"Stearns County, MN"	"27145"	11.79	1.41
	"Steele County, MN"	"27147"	12.45	2.54
	"Stevens County, MN"	"27149"	12.29	1.82
	"Swift County, MN"	"27151"	12.69	2.10
	"Todd County, MN"	"27153"	11.27	0.66
	"Traverse County, MN"	"27155"	12.29	1.91
	"Wabasha County, MN"	"27157"	12.64	2.16
	"Wadena County, MN"	"27159"	11.06	0.36
	"Waseca County, MN"	"27161"	12.77	2.64
	"Washington County, MN"	"27163"	12.46	1.72
	"Watonwan County, MN"	"27165"	13.05	2.88
	"Wilkin County, MN"	"27167"	11.61	1.39
	"Winona County, MN"	"27169"	12.59	1.98
	"Wright County, MN"	"27171"	12.22	1.68
	"Yellow Medicine County, MN"	"27173"	13.01	2.49
	"Adams County, MS"	"28001"	26.19	13.51
	"Alcorn County, MS"	"28003"	22.03	11.51
	"Amite County, MS"	"28005"	25.57	13.75
	"Attala County, MS"	"28007"	23.97	12.18
	"Benton County, MS"	"28009"	21.94	11.84
	"Bolivar County, MS"	"28011"	24.45	12.29
	"Calhoun County, MS"	"28013"	23.38	11.85
	"Carroll County, MS"	"28015"	23.97	12.34
	"Chickasaw County, MS"	"28017"	23.33	11.84
	"Choctaw County, MS"	"28019"	23.47	12.29
	"Claiborne County, MS"	"28021"	25.73	13.33
	"Clarke County, MS"	"28023"	24.71	12.54
	"Clay County, MS"	"28025"	23.73	11.66
	"Coahoma County, MS"	"28027"	23.84	12.30
	"Copiah County, MS"	"28029"	25.12	13.17
	"Covington County, MS"	"28031"	24.97	12.82
	"DeSoto County, MS"	"28033"	22.75	11.75
	"Forrest County, MS"	"28035"	25.36	13.06
	"Franklin County, MS"	"28037"	25.54	13.59
	"George County, MS"	"28039"	25.31	13.92
	"Greene County, MS"	"28041"	25.38	13.07
	"Grenada County, MS"	"28043"	23.80	12.45
	"Hancock County, MS"	"28045"	25.49	15.80
	"Harrison County, MS"	"28047"	24.96	15.77
	"Hinds County, MS"	"28049"	25.13	13.14
	"Holmes County, MS"	"28051"	24.49	12.48
	"Humphreys County, MS"	"28053"	24.93	12.74
	"Issaquena County, MS"	"28055"	25.27	12.90
	"Itawamba County, MS"	"28057"	22.98	11.65
	"Jackson County, MS"	"28059"	25.08	15.55
	"Jasper County, MS"	"28061"	24.51	12.54
	"Jefferson County, MS"	"28063"	25.71	13.53
	"Jefferson Davis County, MS"	"28065"	24.91	13.03
	"Jones County, MS"	"28067"	25.16	12.56
	"Kemper County, MS"	"28069"	24.06	12.18
	"Lafayette County, MS"	"28071"	22.90	11.57
	"Lamar County, MS"	"28073"	25.19	12.95
	"Lauderdale County, MS"	"28075"	24.26	12.14
	"Lawrence County, MS"	"28077"	25.15	13.22
	"Leake County, MS"	"28079"	24.23	12.16
	"Lee County, MS"	"28081"	23.08	11.71
	"Leflore County, MS"	"28083"	24.55	12.68
	"Lincoln County, MS"	"28085"	25.15	13.15
	"Lowndes County, MS"	"28087"	23.99	11.59
	"Madison County, MS"	"28089"	24.70	12.87
	"Marion County, MS"	"28091"	25.28	13.52
	"Marshall County, MS"	"28093"	22.30	11.56
	"Monroe County, MS"	"28095"	23.58	11.59
	"Montgomery County, MS"	"28097"	23.71	12.10
	"Neshoba County, MS"	"28099"	23.97	11.95
	"Newton County, MS"	"28101"	24.22	12.24
	"Noxubee County, MS"	"28103"	24.04	12.21
	"Oktibbeha County, MS"	"28105"	23.70	12.03
	"Panola County, MS"	"28107"	23.27	11.83
	"Pearl River County, MS"	"28109"	25.53	14.08
	"Perry County, MS"	"28111"	25.37	13.20
	"Pike County, MS"	"28113"	25.37	13.72
	"Pontotoc County, MS"	"28115"	22.87	11.40
	"Prentiss County, MS"	"28117"	22.41	11.59
	"Quitman County, MS"	"28119"	23.80	12.33
	"Rankin County, MS"	"28121"	24.70	12.75
	"Scott County, MS"	"28123"	24.32	12.29
	"Sharkey County, MS"	"28125"	25.17	12.87
	"Simpson County, MS"	"28127"	24.73	12.82
	"Smith County, MS"	"28129"	24.59	12.65
	"Stone County, MS"	"28131"	25.28	14.37
	"Sunflower County, MS"	"28133"	24.65	12.57
	"Tallahatchie County, MS"	"28135"	23.98	12.35
	"Tate County, MS"	"28137"	23.00	11.85
	"Tippah County, MS"	"28139"	22.02	11.81
	"Tishomingo County, MS"	"28141"	22.18	11.47
	"Tunica County, MS"	"28143"	23.39	11.98
	"Union County, MS"	"28145"	22.52	11.90
	"Walthall County, MS"	"28147"	25.25	13.57
	"Warren County, MS"	"28149"	25.52	12.90
	"Washington County, MS"	"28151"	24.93	12.76
	"Wayne County, MS"	"28153"	25.17	12.31
	"Webster County, MS"	"28155"	23.44	11.85
	"Wilkinson County, MS"	"28157"	26.21	13.88
	"Winston County, MS"	"28159"	23.67	12.20
	"Yalobusha County, MS"	"28161"	23.35	11.89
	"Yazoo County, MS"	"28163"	24.84	12.80
	"Adair County, MO"	"29001"	16.23	6.16
	"Andrew County, MO"	"29003"	17.25	5.95
	"Atchison County, MO"	"29005"	17.05	5.67
	"Audrain County, MO"	"29007"	17.53	7.48
	"Barry County, MO"	"29009"	19.81	8.66
	"Barton County, MO"	"29011"	19.91	8.53
	"Bates County, MO"	"29013"	19.21	7.92
	"Benton County, MO"	"29015"	19.05	7.95
	"Bollinger County, MO"	"29017"	19.33	9.46
	"Boone County, MO"	"29019"	17.89	7.66
	"Buchanan County, MO"	"29021"	17.69	6.45
	"Butler County, MO"	"29023"	20.75	10.43
	"Caldwell County, MO"	"29025"	17.40	6.54
	"Callaway County, MO"	"29027"	17.92	7.87
	"Camden County, MO"	"29029"	18.89	8.23
	"Cape Girardeau County, MO"	"29031"	19.50	9.22
	"Carroll County, MO"	"29033"	17.90	7.22
	"Carter County, MO"	"29035"	19.58	9.42
	"Cass County, MO"	"29037"	18.58	7.41
	"Cedar County, MO"	"29039"	19.59	8.31
	"Chariton County, MO"	"29041"	17.69	7.17
	"Christian County, MO"	"29043"	19.29	9.07
	"Clark County, MO"	"29045"	16.62	6.29
	"Clay County, MO"	"29047"	17.97	6.92
	"Clinton County, MO"	"29049"	17.51	6.40
	"Cole County, MO"	"29051"	18.64	7.87
	"Cooper County, MO"	"29053"	18.35	7.86
	"Crawford County, MO"	"29055"	18.38	8.20
	"Dade County, MO"	"29057"	19.59	8.66
	"Dallas County, MO"	"29059"	18.86	8.26
	"Daviess County, MO"	"29061"	17.17	6.27
	"DeKalb County, MO"	"29063"	17.21	6.09
	"Dent County, MO"	"29065"	18.35	8.48
	"Douglas County, MO"	"29067"	19.39	9.04
	"Dunklin County, MO"	"29069"	21.38	10.52
	"Franklin County, MO"	"29071"	18.55	8.23
	"Gasconade County, MO"	"29073"	18.25	8.20
	"Gentry County, MO"	"29075"	16.80	5.68
	"Greene County, MO"	"29077"	19.16	8.54
	"Grundy County, MO"	"29079"	16.71	6.15
	"Harrison County, MO"	"29081"	16.36	5.46
	"Henry County, MO"	"29083"	19.10	7.94
	"Hickory County, MO"	"29085"	19.14	8.08
	"Holt County, MO"	"29087"	17.46	6.11
	"Howard County, MO"	"29089"	18.01	7.66
	"Howell County, MO"	"29091"	19.43	9.35
	"Iron County, MO"	"29093"	18.38	8.76
	"Jackson County, MO"	"29095"	18.21	7.19
	"Jasper County, MO"	"29097"	20.01	8.99
	"Jefferson County, MO"	"29099"	18.70	8.47
	"Johnson County, MO"	"29101"	18.54	7.59
	"Knox County, MO"	"29103"	16.47	6.65
	"Laclede County, MO"	"29105"	18.61	8.29
	"Lafayette County, MO"	"29107"	18.17	7.39
	"Lawrence County, MO"	"29109"	19.48	8.61
	"Lewis County, MO"	"29111"	16.90	6.73
	"Lincoln County, MO"	"29113"	18.04	7.61
	"Linn County, MO"	"29115"	16.92	6.61
	"Livingston County, MO"	"29117"	17.34	6.73
	"McDonald County, MO"	"29119"	20.61	9.08
	"Macon County, MO"	"29121"	16.91	6.80
	"Madison County, MO"	"29123"	18.90	9.31
	"Maries County, MO"	"29125"	18.52	8.07
	"Marion County, MO"	"29127"	17.32	6.94
	"Mercer County, MO"	"29129"	15.99	5.33
	"Miller County, MO"	"29131"	18.69	8.12
	"Mississippi County, MO"	"29133"	20.57	10.14
	"Moniteau County, MO"	"29135"	18.42	7.78
	"Monroe County, MO"	"29137"	17.43	7.27
	"Montgomery County, MO"	"29139"	17.90	8.00
	"Morgan County, MO"	"29141"	18.46	7.77
	"New Madrid County, MO"	"29143"	20.96	10.14
	"Newton County, MO"	"29145"	20.21	9.04
	"Nodaway County, MO"	"29147"	16.66	5.69
	"Oregon County, MO"	"29149"	19.82	9.87
	"Osage County, MO"	"29151"	18.48	8.15
	"Ozark County, MO"	"29153"	20.49	9.38
	"Pemiscot County, MO"	"29155"	21.39	10.44
	"Perry County, MO"	"29157"	19.05	9.24
	"Pettis County, MO"	"29159"	18.48	7.68
	"Phelps County, MO"	"29161"	18.50	8.08
	"Pike County, MO"	"29163"	17.65	7.28
	"Platte County, MO"	"29165"	18.06	6.85
	"Polk County, MO"	"29167"	19.21	8.47
	"Pulaski County, MO"	"29169"	18.71	8.09
	"Putnam County, MO"	"29171"	15.79	5.31
	"Ralls County, MO"	"29173"	17.43	7.02
	"Randolph County, MO"	"29175"	17.47	7.10
	"Ray County, MO"	"29177"	17.85	7.02
	"Reynolds County, MO"	"29179"	18.73	9.06
	"Ripley County, MO"	"29181"	20.27	9.86
	"St. Charles County, MO"	"29183"	18.47	7.94
	"St. Clair County, MO"	"29185"	19.51	8.22
	"Ste. Genevieve County, MO"	"29186"	18.73	8.81
	"St. Francois County, MO"	"29187"	18.40	8.57
	"St. Louis County, MO"	"29189"	18.58	8.21
	"Saline County, MO"	"29195"	18.25	7.47
	"Schuyler County, MO"	"29197"	15.91	5.72
	"Scotland County, MO"	"29199"	16.31	6.25
	"Scott County, MO"	"29201"	20.11	9.69
	"Shannon County, MO"	"29203"	18.93	9.09
	"Shelby County, MO"	"29205"	16.97	7.12
	"Stoddard County, MO"	"29207"	20.43	10.08
	"Stone County, MO"	"29209"	20.01	8.90
	"Sullivan County, MO"	"29211"	16.22	5.81
	"Taney County, MO"	"29213"	20.29	9.25
	"Texas County, MO"	"29215"	18.57	8.40
	"Vernon County, MO"	"29217"	19.77	8.42
	"Warren County, MO"	"29219"	18.09	8.06
	"Washington County, MO"	"29221"	18.41	8.26
	"Wayne County, MO"	"29223"	19.73	9.77
	"Webster County, MO"	"29225"	18.64	8.57
	"Worth County, MO"	"29227"	16.29	5.74
	"Wright County, MO"	"29229"	18.57	8.41
	"St. Louis city, MO"	"29510"	18.68	8.55
	"Beaverhead County, MT"	"30001"	6.90	-2.17
	"Big Horn County, MT"	"30003"	13.65	3.94
	"Blaine County, MT"	"30005"	11.40	1.93
	"Broadwater County, MT"	"30007"	11.16	1.81
	"Carbon County, MT"	"30009"	10.70	1.76
	"Carter County, MT"	"30011"	13.29	3.14
	"Cascade County, MT"	"30013"	11.68	2.19
	"Chouteau County, MT"	"30015"	12.84	2.94
	"Custer County, MT"	"30017"	13.48	3.59
	"Daniels County, MT"	"30019"	10.53	0.81
	"Dawson County, MT"	"30021"	11.94	2.52
	"Deer Lodge County, MT"	"30023"	7.07	-1.95
	"Fallon County, MT"	"30025"	12.60	2.53
	"Fergus County, MT"	"30027"	12.12	2.71
	"Flathead County, MT"	"30029"	8.47	-0.30
	"Gallatin County, MT"	"30031"	8.72	-0.34
	"Garfield County, MT"	"30033"	12.95	3.21
	"Glacier County, MT"	"30035"	8.81	0.27
	"Golden Valley County, MT"	"30037"	12.83	3.40
	"Granite County, MT"	"30039"	7.93	-1.06
	"Hill County, MT"	"30041"	11.52	1.86
	"Jefferson County, MT"	"30043"	9.19	-0.30
	"Judith Basin County, MT"	"30045"	10.12	1.39
	"Lake County, MT"	"30047"	11.11	1.95
	"Lewis and Clark County, MT"	"30049"	9.39	0.27
	"Liberty County, MT"	"30051"	11.81	2.33
	"Lincoln County, MT"	"30053"	9.64	0.19
	"McCone County, MT"	"30055"	12.25	2.69
	"Madison County, MT"	"30057"	7.76	-1.44
	"Meagher County, MT"	"30059"	8.73	0.01
	"Mineral County, MT"	"30061"	10.00	0.39
	"Missoula County, MT"	"30063"	9.97	0.75
	"Musselshell County, MT"	"30065"	13.82	3.77
	"Park County, MT"	"30067"	7.11	-1.57
	"Petroleum County, MT"	"30069"	13.68	3.68
	"Phillips County, MT"	"30071"	11.75	1.84
	"Pondera County, MT"	"30073"	11.22	1.78
	"Powder River County, MT"	"30075"	13.96	3.66
	"Powell County, MT"	"30077"	8.81	-0.31
	"Prairie County, MT"	"30079"	12.34	2.67
	"Ravalli County, MT"	"30081"	8.26	-1.18
	"Richland County, MT"	"30083"	12.16	2.16
	"Roosevelt County, MT"	"30085"	11.45	1.40
	"Rosebud County, MT"	"30087"	13.86	3.73
	"Sanders County, MT"	"30089"	10.85	1.28
	"Sheridan County, MT"	"30091"	10.81	0.62
	"Silver Bow County, MT"	"30093"	8.00	-1.25
	"Stillwater County, MT"	"30095"	11.71	2.32
	"Sweet Grass County, MT"	"30097"	9.78	1.23
	"Teton County, MT"	"30099"	10.67	1.39
	"Toole County, MT"	"30101"	11.60	2.03
	"Treasure County, MT"	"30103"	14.50	4.14
	"Valley County, MT"	"30105"	11.39	1.74
	"Wheatland County, MT"	"30107"	11.27	2.45
	"Wibaux County, MT"	"30109"	12.00	1.97
	"Yellowstone County, MT"	"30111"	14.50	4.40
	"Yellowstone National Park, MT"	"30113"	6.28	-2.98
	"Adams County, NE"	"31001"	17.36	5.97
	"Antelope County, NE"	"31003"	15.43	4.26
	"Arthur County, NE"	"31005"	16.21	4.82
	"Banner County, NE"	"31007"	16.32	4.98
	"Blaine County, NE"	"31009"	15.93	4.55
	"Boone County, NE"	"31011"	15.79	4.54
	"Box Butte County, NE"	"31013"	15.70	4.03
	"Boyd County, NE"	"31015"	15.39	4.01
	"Brown County, NE"	"31017"	15.32	4.42
	"Buffalo County, NE"	"31019"	17.35	5.62
	"Burt County, NE"	"31021"	15.84	4.45
	"Butler County, NE"	"31023"	16.18	5.00
	"Cass County, NE"	"31025"	16.61	5.47
	"Cedar County, NE"	"31027"	14.96	3.95
	"Chase County, NE"	"31029"	18.44	5.64
	"Cherry County, NE"	"31031"	15.34	4.34
	"Cheyenne County, NE"	"31033"	16.77	4.62
	"Clay County, NE"	"31035"	17.13	6.18
	"Colfax County, NE"	"31037"	15.95	4.31
	"Cuming County, NE"	"31039"	15.55	4.49
	"Custer County, NE"	"31041"	16.40	4.93
	"Dakota County, NE"	"31043"	15.15	3.76
	"Dawes County, NE"	"31045"	15.56	4.29
	"Dawson County, NE"	"31047"	17.48	5.50
	"Deuel County, NE"	"31049"	17.24	4.92
	"Dixon County, NE"	"31051"	14.98	4.25
	"Dodge County, NE"	"31053"	16.09	4.52
	"Douglas County, NE"	"31055"	16.40	5.15
	"Dundy County, NE"	"31057"	18.96	6.26
	"Fillmore County, NE"	"31059"	16.99	5.72
	"Franklin County, NE"	"31061"	18.11	6.19
	"Frontier County, NE"	"31063"	18.22	6.06
	"Furnas County, NE"	"31065"	18.85	6.56
	"Gage County, NE"	"31067"	17.33	5.59
	"Garden County, NE"	"31069"	16.48	4.78
	"Garfield County, NE"	"31071"	15.51	4.43
